[2025-06-21T10:18:24.341+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  36%|###6      | 179/491 [00:32<00:46,  6.74it/s]
[2025-06-21T10:18:24.470+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  37%|###6      | 180/491 [00:32<00:44,  7.01it/s]
[2025-06-21T10:18:24.596+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  37%|###6      | 181/491 [00:32<00:42,  7.26it/s]
[2025-06-21T10:18:24.729+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  37%|###7      | 182/491 [00:32<00:42,  7.35it/s]
[2025-06-21T10:18:24.853+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  37%|###7      | 183/491 [00:32<00:40,  7.55it/s]
[2025-06-21T10:18:24.978+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  37%|###7      | 184/491 [00:32<00:40,  7.67it/s]
[2025-06-21T10:18:25.105+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  38%|###7      | 185/491 [00:32<00:39,  7.73it/s]
[2025-06-21T10:18:25.231+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  38%|###7      | 186/491 [00:32<00:39,  7.80it/s]
[2025-06-21T10:18:25.357+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  38%|###8      | 187/491 [00:33<00:38,  7.83it/s]
[2025-06-21T10:18:25.486+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  38%|###8      | 188/491 [00:33<00:38,  7.80it/s]
[2025-06-21T10:18:25.611+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  38%|###8      | 189/491 [00:33<00:38,  7.87it/s]
[2025-06-21T10:18:25.775+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  39%|###8      | 190/491 [00:33<00:41,  7.24it/s]
[2025-06-21T10:18:25.902+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  39%|###8      | 191/491 [00:33<00:40,  7.42it/s]
[2025-06-21T10:18:26.031+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  39%|###9      | 192/491 [00:33<00:39,  7.52it/s]
[2025-06-21T10:18:26.165+0000] {logging_mixin.py:149} WARNING - Permutation explainer:  39%|###9      | 193/491 [00:33<00:39,  7.49it/s]
